0	false
1	false
2	true
3	false
4	false
5	false
6	false
7	true
8	false
9	true
10	false
11	true
12	false
13	true
14	true
15	false
16	false
17	false
18	false
19	false
20	false
21	false
22	false
23	false
24	false
25	true
26	false
27	false
28	false
29	true
30	false
31	true
32	false
33	false
34	true
35	false
36	false
37	true
38	false
39	true
40	true
41	true
42	true
43	true
44	true
45	true
46	true
47	true
48	false
49	true
50	false
51	true
52	true
53	true
54	false
55	true
56	false
57	true
58	false
59	true
60	false
61	true
62	false
63	true
64	false
65	true
66	false
67	true
68	false
69	true
70	false
71	true
72	false
73	true
74	false
75	false
76	false
77	false
78	true
79	true
80	true
81	true
82	true
83	false
84	false
85	false
86	false
87	false
88	false
89	false
90	false
91	false
92	true
93	false
94	true
95	false
96	true
97	false
98	true
99	false
100	true
101	false
102	true
103	false
104	true
105	false
106	true
107	false
108	true
109	false
110	true
111	false
112	true
113	false
114	true
115	false
116	true
117	false
118	true
119	false
120	true
121	false
122	true
123	false
124	true
125	false
126	true
127	false
128	true
129	false
130	true
131	false
132	true
133	false
134	true
135	false
136	true
137	false
138	true
139	false
140	true
141	false
142	true
143	false
144	true
145	false
146	true
147	false
148	true
149	false
150	true
151	false
152	true
153	false
154	true
155	false
156	true
157	false
158	true
159	false
160	true
161	false
162	true
163	false
164	true
165	false
166	true
167	false
168	true
169	false
170	true
171	false
172	true
173	false
174	true
175	false
176	true
177	false
178	true
179	false
180	true
181	false
182	true
183	false
184	true
185	false
186	true
187	false
188	true
189	false
190	true
191	false
192	true
193	false
194	true
195	false
196	true
197	false
198	true
199	false
200	true
201	false
202	true
203	false
204	true
205	false
206	true
207	false
208	true
209	false
210	true
211	false
212	true
213	false
214	true
215	false
216	true
217	false
218	true
219	false
220	true
221	false
222	true
223	false
224	true
225	false
226	true
227	false
228	true
229	false
230	true
231	false
232	true
233	false
234	true
235	false
236	true
237	false
238	true
239	false
240	true
241	false
242	true
243	false
244	true
245	false
246	true
247	false
248	true
249	false
250	true
251	false
252	true
253	false
254	true
255	false
256	true
257	false
258	true
259	false
